"Hh_ID";"gruppe";"att1";"att2";"att3";"att4";"att5";"att6";"att7";"att8";"att9";"att10";"beobachten";"vergleichen";"austauschen";"was_andere_tun";"messen1";"messen2";"gesl";"alter";"miete";"einkommen";"X03d_longhair";"X05a_goal_yn";"X06a_readable";"X08b_hhcomp_income";"X12b_underst_vol";"X12c_underst_ener";"sem01_verstaendlich";"sem04_wirksam";"sem05_unnuetz";"sem11_nervig"
5616;4;"Indifferent";"Stimme zu";"Stimme zu";"Indifferent";"Stimme eher zu";"Stimme eher zu";"Stimme zu";"Stimme nicht zu";"Indifferent";"Indifferent";"Eher selten";"Selten";"Eher selten";"Eher selten";"Selten";"Eher selten";"weiblich";"40-49";"Mietwohnung";"Keine Angabe";1;"Ja";4;60;"4";"4";-2;0;2;1
5628;2;"Indifferent";"Stimme zu";"Stimme zu";"Stimme eher zu";"Indifferent";"Indifferent";"Stimme eher zu";"Stimme nicht zu";"Stimme eher zu";"Stimme eher zu";"Eher oft";"Eher selten";"Eher oft";"Eher oft";"Eher selten";"Eher oft";"männlich";"30-39";"Mietwohnung";"6000 - 6999 Fr.";0;NA;3;50;NA;NA;-3;0;0;1
5629;4;"Stimme eher nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme zu";"Stimme nicht zu";"Stimme zu";"Stimme zu";"Eher selten";"Selten";"Oft";"Eher oft";"Eher selten";"Eher oft";"männlich";"65+";"Eigentumswohnung";"9000 - 9999 Fr.";0;"Ja";5;10;"5";"5";-3;-3;3;3
5630;2;"Stimme zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme nicht zu";"Nie";"Nie";"Oft";"Eher selten";"Nie";"Oft";"weiblich";"65+";"Mietwohnung";"3000 - 3999 Fr.";2;NA;5;80;NA;NA;-3;0;0;-2
5631;1;"Stimme nicht zu";"Stimme nicht zu";"Stimme nicht zu";"Stimme eher nicht zu";"Stimme nicht zu";"Stimme nicht zu";"Stimme nicht zu";"Stimme zu";"Stimme nicht zu";"Stimme nicht zu";"Selten";"Eher oft";"Eher selten";"Eher selten";"Eher selten";"Oft";"weiblich";"20-29";"Mietwohnung";"< 3000 Fr.";1;NA;4;50;NA;NA;-2;-1;2;1
5635;5;"Indifferent";"Stimme eher zu";"Stimme zu";"Indifferent";"Stimme zu";"Stimme zu";"Stimme eher zu";"Indifferent";"Stimme zu";"Stimme zu";"Eher selten";"Selten";"Oft";"Eher selten";"Selten";"Eher oft";"weiblich";"50-64";"Mietwohnung";"5000 - 5999 Fr.";0;"Nein";5;50;"5";"5";-3;-2;3;3
5637;1;"Indifferent";"Stimme eher zu";"Indifferent";"Indifferent";"Stimme eher zu";"Stimme eher zu";"Indifferent";"Stimme eher nicht zu";"Stimme eher zu";"Stimme eher zu";"Eher oft";"Eher selten";"Oft";"Oft";"Eher oft";"Eher oft";"weiblich";"30-39";"Mietwohnung";"4000 - 4999 Fr.";0;NA;5;60;NA;NA;-1;0;1;1
5640;5;"Stimme eher nicht zu";"Stimme nicht zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme zu";"Stimme zu";"Stimme nicht zu";"Stimme eher zu";"Stimme zu";"Oft";"Eher oft";"Oft";"Selten";"Eher oft";"Eher oft";"männlich";"40-49";"Mietwohnung";"Mehr als 15000 Fr.";0;"Nein";5;20;"5";"5";-3;-2;3;2
5650;4;"Indifferent";"Stimme nicht zu";"Stimme zu";"Stimme zu";"Indifferent";"Indifferent";"Stimme zu";"Stimme nicht zu";"Stimme zu";"Stimme zu";"Selten";"Selten";"Eher oft";"Eher selten";"Selten";"Eher selten";"männlich";"50-64";"Mietwohnung";"12000 - 14999 Fr.";1;"Nein";4;5;"5";"5";-1;-2;0;0
5655;6;"Stimme eher zu";"Stimme eher zu";"Stimme eher nicht zu";"Stimme eher nicht zu";"Stimme eher zu";"Indifferent";"Indifferent";"Stimme eher nicht zu";"Indifferent";"Indifferent";"Selten";"Eher selten";"Eher oft";"Eher oft";"Eher selten";"Eher selten";"männlich";"20-29";"Mietwohnung";"12000 - 14999 Fr.";1;"Ja";5;10;"5";"3";-2;-1;1;1
5666;5;"Indifferent";"Stimme zu";"Stimme zu";"Stimme zu";"Indifferent";"Stimme zu";"Stimme nicht zu";"Stimme nicht zu";"Indifferent";"Stimme zu";"Oft";"Selten";"Oft";"Eher selten";"Eher selten";"Eher selten";"männlich";"40-49";"Mietwohnung";"Mehr als 15000 Fr.";0;"Nein";5;5;"5";"5";-3;0;2;2
5674;6;"Stimme eher nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme zu";"Stimme nicht zu";"Stimme zu";"Stimme eher zu";"Oft";"Eher oft";"Eher oft";"Eher selten";"Eher selten";"Oft";"männlich";"30-39";"Mietwohnung";"10000 - 11999 Fr.";0;"Ja";3;50;"5";"5";-2;-3;3;1
5678;6;"Stimme eher zu";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Indifferent";"Indifferent";"Indifferent";"Stimme eher nicht zu";"Stimme eher zu";"Indifferent";"Eher oft";"Eher selten";"Eher oft";"Eher selten";"Selten";"Eher oft";"männlich";"20-29";"Mietwohnung";"9000 - 9999 Fr.";1;"Ja";5;30;"5";"5";-3;-1;1;0
5688;6;"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme zu";"Eher selten";"Eher selten";"Eher oft";"Eher selten";"Eher selten";"Eher selten";"männlich";"65+";"Eigentumswohnung";"6000 - 6999 Fr.";1;"Nein";5;40;"5";"5";0;0;0;0
5709;6;"Stimme eher nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Stimme nicht zu";"Stimme zu";"Stimme eher zu";"Oft";"Eher selten";"Oft";"Eher oft";"Selten";"Eher oft";"weiblich";"30-39";"Mietwohnung";"12000 - 14999 Fr.";1;"Nein";5;20;"4";"4";-2;-2;3;2
5714;6;"Stimme eher nicht zu";"Stimme zu";"Indifferent";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher nicht zu";"Stimme zu";"Stimme eher zu";"Oft";"Oft";"Oft";"Oft";"Oft";"Oft";"weiblich";"30-39";"Mietwohnung";"Mehr als 15000 Fr.";1;"Nein";5;10;"5";"5";-3;2;2;1
5717;1;"Stimme eher zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Indifferent";"Stimme zu";"Stimme eher zu";"Stimme nicht zu";"Stimme nicht zu";"Stimme nicht zu";"Eher oft";"Nie";"Selten";"Eher selten";"Nie";"Oft";"männlich";"50-64";"Eigentumswohnung";"6000 - 6999 Fr.";0;NA;2;70;NA;NA;-3;3;0;0
5722;3;"Stimme nicht zu";"Stimme zu";"Indifferent";"Stimme zu";"Stimme eher zu";"Indifferent";"Indifferent";"Stimme nicht zu";"Stimme eher zu";"Indifferent";"Eher selten";"Selten";"Oft";"Oft";"Selten";"Oft";"weiblich";"50-64";"Mietwohnung";"8000 - 8999 Fr.";0;"Nein";2;5;"5";"4";-2;-2;2;0
5738;6;"Indifferent";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme nicht zu";"Stimme eher zu";"Stimme eher zu";"Eher selten";"Eher selten";"Oft";"Eher selten";"Eher oft";"Eher oft";"männlich";"50-64";"Mietwohnung";"10000 - 11999 Fr.";0;"Ja";4;30;"4";"4";-2;-2;3;2
5750;4;"Stimme eher zu";"Indifferent";"Stimme eher zu";"Stimme eher nicht zu";"Stimme eher nicht zu";"Stimme eher zu";"Stimme eher nicht zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Selten";"Selten";"Eher oft";"Selten";"Nie";"Eher oft";"männlich";"50-64";"Mietwohnung";"6000 - 6999 Fr.";0;"Nein";2;35;"4";"2";2;0;1;0
5757;3;"Stimme eher nicht zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Indifferent";"Stimme zu";"Stimme eher zu";"Stimme nicht zu";"Stimme eher zu";"Stimme eher zu";"Eher selten";"Selten";"Oft";"Eher oft";"Eher oft";"Eher oft";"weiblich";"50-64";"Mietwohnung";"8000 - 8999 Fr.";0;"Ja";5;5;"5";"5";-3;-2;2;1
5778;5;"Stimme nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme eher nicht zu";"Stimme eher zu";"Stimme nicht zu";"Stimme zu";"Stimme zu";"Oft";"Nie";"Oft";"Eher selten";"Nie";"Oft";"weiblich";"65+";"Mietwohnung";"4000 - 4999 Fr.";0;"Nein";5;60;"5";"4";-3;0;3;2
5786;2;"Stimme zu";"Stimme zu";"Stimme zu";"Stimme zu";"Indifferent";"Stimme eher zu";"Stimme zu";"Stimme nicht zu";"Stimme zu";"Indifferent";"Oft";"Selten";"Eher selten";"Selten";"Selten";"Eher oft";"männlich";"65+";"Eigentumswohnung";"8000 - 8999 Fr.";0;NA;2;30;NA;NA;-3;3;0;0
5787;6;"Stimme eher nicht zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Indifferent";"Stimme eher zu";"Stimme eher zu";"Stimme eher nicht zu";"Stimme eher zu";"Indifferent";"Eher oft";"Eher selten";"Eher oft";"Eher selten";"Selten";"Eher oft";"männlich";"50-64";"Mietwohnung";"< 3000 Fr.";1;"Nein";4;50;"4";"4";-2;-2;2;0
5838;3;"Indifferent";"Stimme zu";"Indifferent";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Indifferent";"Stimme eher nicht zu";"Stimme eher zu";"Indifferent";"Eher selten";"Selten";"Selten";"Selten";"Selten";"Eher oft";"männlich";"40-49";"Mietwohnung";"7000 - 7999 Fr.";0;"Ja";5;30;"5";"5";-3;-2;2;2
5848;6;"Stimme eher nicht zu";"Stimme eher zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Indifferent";"Stimme zu";"Stimme eher nicht zu";"Eher oft";"Eher oft";"Oft";"Eher oft";"Eher oft";"Oft";"männlich";"65+";"Eigentumswohnung";"10000 - 11999 Fr.";0;"Ja";5;25;"5";"4";-3;-3;3;2
5852;1;"Stimme nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme zu";"Indifferent";"Stimme zu";"Stimme nicht zu";"Stimme zu";"Stimme eher zu";"Eher oft";"Selten";"Eher oft";"Eher selten";"Selten";"Eher oft";"männlich";"40-49";"Mietwohnung";"8000 - 8999 Fr.";0;NA;4;40;NA;NA;-3;0;-2;0
5860;2;"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme zu";"Indifferent";"Indifferent";"Stimme eher nicht zu";"Stimme eher nicht zu";"Stimme eher zu";"Indifferent";"Eher selten";"Selten";"Eher oft";"Eher oft";"Eher selten";"Selten";"weiblich";"30-39";"Mietwohnung";"3000 - 3999 Fr.";1;NA;4;80;NA;NA;-3;-1;2;1
5862;4;"Stimme eher nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Indifferent";"Stimme eher zu";"Stimme eher zu";"Stimme nicht zu";"Stimme zu";"Indifferent";"Eher oft";"Eher selten";"Oft";"Selten";NA;"Eher selten";"männlich";"30-39";"Mietwohnung";"Mehr als 15000 Fr.";1;"Ja";5;20;"5";"4";-2;-3;2;1
5877;5;"Stimme nicht zu";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Indifferent";"Stimme zu";"Stimme zu";"Stimme nicht zu";"Indifferent";"Stimme eher zu";"Oft";"Selten";"Oft";"Selten";"Selten";"Eher oft";"weiblich";"65+";"Eigentumswohnung";"6000 - 6999 Fr.";0;"Nein";5;25;"5";"5";-3;-2;3;2
5879;1;"Indifferent";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Indifferent";"Indifferent";"Stimme eher zu";"Indifferent";"Eher selten";"Selten";"Oft";"Selten";"Selten";"Eher oft";"weiblich";"20-29";"Mietwohnung";"4000 - 4999 Fr.";1;NA;5;50;NA;NA;-3;-1;2;1
5880;2;"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme nicht zu";"Stimme eher zu";"Stimme zu";"Stimme eher nicht zu";"Stimme zu";"Stimme zu";"Eher oft";"Selten";"Eher oft";"Eher oft";"Selten";"Selten";"männlich";"30-39";"Mietwohnung";"4000 - 4999 Fr.";0;NA;5;50;NA;NA;-2;2;2;1
5881;6;"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher nicht zu";"Stimme eher nicht zu";"Stimme eher zu";"Indifferent";"Indifferent";"Indifferent";"Stimme nicht zu";"Eher oft";"Oft";"Oft";"Eher oft";"Eher oft";"Oft";"männlich";"30-39";"Mietwohnung";"10000 - 11999 Fr.";1;"Ja";4;30;"5";"2";-2;-1;1;0
5883;6;"Stimme eher nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme zu";NA;NA;NA;"Stimme zu";"Stimme zu";"Eher selten";"Eher selten";"Eher selten";"Eher selten";"Selten";"Eher oft";NA;"65+";"Mietwohnung";"9000 - 9999 Fr.";0;"Ja";5;80;"5";"4";-2;-2;0;1
5884;2;"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme zu";"Indifferent";"Stimme eher zu";"Indifferent";"Stimme eher zu";"Indifferent";"Stimme eher nicht zu";"Eher oft";"Eher selten";"Eher oft";"Eher selten";"Eher selten";"Eher oft";"männlich";"40-49";"Mietwohnung";"5000 - 5999 Fr.";0;NA;5;85;NA;NA;-2;-1;-1;1
5896;4;"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme zu";"Stimme zu";"Stimme zu";NA;"Eher oft";"Oft";NA;"Eher selten";"Eher oft";"männlich";"65+";"Mietwohnung";"8000 - 8999 Fr.";0;"Ja";4;50;"5";"5";-2;-2;2;0
5905;4;"Stimme eher zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme nicht zu";"Stimme zu";"Stimme zu";"Eher selten";"Nie";"Eher oft";"Nie";"Nie";"Eher oft";"männlich";"30-39";"Mietwohnung";"Keine Angabe";1;"Ja";5;20;"5";"3";0;-1;1;1
5928;1;"Indifferent";"Stimme eher nicht zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme nicht zu";"Stimme eher zu";"Stimme eher zu";"Eher oft";"Nie";"Eher selten";"Selten";"Selten";"Eher selten";"männlich";"50-64";"Mietwohnung";"6000 - 6999 Fr.";0;NA;5;40;NA;NA;-2;-2;2;1
5936;1;"Stimme eher zu";"Stimme zu";"Indifferent";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Stimme nicht zu";"Stimme zu";"Stimme eher zu";"Eher oft";"Eher oft";"Oft";"Eher oft";"Eher selten";"Eher oft";"männlich";"30-39";"Mietwohnung";"6000 - 6999 Fr.";0;NA;5;50;NA;NA;-3;-2;3;1
5939;5;"Stimme eher nicht zu";"Stimme eher nicht zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Indifferent";"Indifferent";"Stimme eher nicht zu";"Stimme nicht zu";"Stimme eher zu";"Eher oft";"Selten";"Eher oft";"Eher selten";NA;"Eher selten";"weiblich";"50-64";"Mietwohnung";"5000 - 5999 Fr.";0;"Ja";5;50;"5";"3";-3;-3;3;3
5946;6;"Stimme eher nicht zu";"Stimme eher zu";"Stimme nicht zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher nicht zu";"Stimme nicht zu";"Stimme zu";"Stimme zu";"Eher oft";"Selten";"Oft";"Eher oft";"Eher oft";"Oft";"weiblich";"30-39";"Mietwohnung";"6000 - 6999 Fr.";1;"Nein";5;30;"5";"5";-3;-2;1;-1
5948;5;"Stimme eher zu";"Stimme eher nicht zu";"Stimme zu";"Stimme eher zu";"Indifferent";"Stimme eher zu";"Stimme eher zu";"Stimme eher nicht zu";"Stimme eher zu";"Stimme eher zu";"Eher oft";"Eher oft";"Oft";"Selten";"Eher oft";"Eher oft";"männlich";"30-39";"Mietwohnung";"10000 - 11999 Fr.";0;"Ja";5;60;"5";"5";-3;-1;1;0
5950;6;"Stimme nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Stimme nicht zu";"Stimme zu";"Stimme eher zu";"Eher oft";"Selten";"Oft";"Selten";"Selten";"Eher oft";"weiblich";"40-49";"Mietwohnung";"9000 - 9999 Fr.";1;"Nein";5;30;"5";"2";-2;-2;3;0
5951;3;"Stimme eher nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme nicht zu";"Stimme zu";"Stimme zu";"Eher selten";"Eher oft";"Oft";"Oft";"Oft";"Oft";"männlich";"65+";"Mietwohnung";"< 3000 Fr.";0;"Ja";5;80;"-1";"5";-3;-3;3;3
5958;1;"Stimme zu";"Stimme zu";"Stimme nicht zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Stimme eher nicht zu";"Stimme eher zu";"Stimme eher zu";"Eher oft";"Selten";"Eher oft";"Eher selten";"Eher selten";"Eher oft";"männlich";"50-64";"Mietwohnung";"5000 - 5999 Fr.";0;NA;5;75;NA;NA;-2;-2;1;2
5971;5;"Indifferent";"Indifferent";"Stimme eher nicht zu";"Stimme zu";"Stimme zu";"Indifferent";"Stimme zu";"Stimme zu";"Stimme zu";"Indifferent";"Eher selten";"Eher selten";"Eher selten";"Selten";"Eher selten";"Eher oft";"männlich";"50-64";"Mietwohnung";"< 3000 Fr.";0;"Ja";3;90;"5";"-1";-1;-2;1;1
5985;4;"Indifferent";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme zu";"Stimme nicht zu";"Stimme eher zu";"Stimme eher zu";"Eher oft";"Selten";"Eher selten";"Selten";"Selten";"Eher selten";"weiblich";"30-39";"Mietwohnung";"7000 - 7999 Fr.";1;"Ja";5;45;"5";"3";-3;-1;3;1
5990;2;"Stimme eher nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Indifferent";"Stimme zu";"Stimme zu";"Stimme nicht zu";"Stimme nicht zu";"Stimme eher zu";"Eher oft";"Nie";"Selten";"Nie";"Nie";"Selten";"weiblich";"40-49";NA;"8000 - 8999 Fr.";1;NA;5;70;NA;NA;-3;2;2;0
6005;6;"Stimme eher nicht zu";"Stimme eher nicht zu";"Stimme eher nicht zu";"Stimme eher nicht zu";"Stimme eher nicht zu";"Stimme eher zu";"Indifferent";"Stimme eher zu";"Stimme eher zu";"Stimme eher nicht zu";"Eher oft";"Selten";"Oft";"Eher selten";"Eher selten";"Eher oft";"männlich";"50-64";"Mietwohnung";"Mehr als 15000 Fr.";0;"Nein";4;20;"5";"5";-2;0;2;1
6007;4;"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme zu";"Stimme eher nicht zu";"Indifferent";"Stimme eher zu";"Stimme nicht zu";"Stimme eher zu";"Indifferent";"Eher oft";"Eher selten";"Oft";"Eher selten";"Eher oft";"Oft";"männlich";"30-39";"Mietwohnung";"12000 - 14999 Fr.";1;"Ja";4;20;"5";"1";-1;-3;-2;3
6010;6;"Stimme eher zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Stimme nicht zu";"Stimme zu";"Stimme eher zu";"Eher oft";"Selten";"Eher oft";"Selten";"Selten";"Eher selten";"männlich";"50-64";"Eigentumswohnung";"12000 - 14999 Fr.";0;"Ja";4;90;"5";"5";-2;-1;1;-1
6013;6;"Stimme eher nicht zu";"Indifferent";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Indifferent";"Indifferent";"Stimme nicht zu";"Stimme zu";"Stimme eher zu";"Eher oft";"Selten";"Oft";"Eher oft";"Selten";"Eher oft";"männlich";"40-49";"Mietwohnung";"9000 - 9999 Fr.";0;"Nein";4;15;"5";"4";1;1;2;1
6074;3;"Stimme eher nicht zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme nicht zu";"Stimme zu";"Stimme eher zu";"Oft";"Selten";"Oft";"Eher oft";"Eher selten";"Eher oft";"männlich";"50-64";"Mietwohnung";"6000 - 6999 Fr.";0;"Ja";5;50;"5";"5";-2;0;1;0
6081;3;"Indifferent";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme nicht zu";"Stimme eher nicht zu";"Indifferent";"Stimme eher zu";"Selten";"Eher oft";"Eher selten";"Selten";"Selten";"Selten";"männlich";"65+";"Mietwohnung";"3000 - 3999 Fr.";0;"Nein";5;75;"4";"2";1;2;-2;0
6091;5;"Indifferent";"Indifferent";"Indifferent";"Indifferent";"Stimme zu";"Stimme eher zu";"Indifferent";"Stimme nicht zu";"Stimme eher nicht zu";"Indifferent";"Eher selten";"Eher selten";"Eher oft";"Eher oft";"Eher selten";"Eher oft";"männlich";"20-29";"Mietwohnung";"5000 - 5999 Fr.";1;"Ja";5;50;"5";"5";-3;0;0;-2
6093;4;"Stimme nicht zu";"Stimme nicht zu";"Stimme nicht zu";"Stimme eher nicht zu";"Stimme eher zu";"Stimme eher nicht zu";"Stimme eher nicht zu";"Stimme nicht zu";"Stimme nicht zu";"Stimme eher nicht zu";"Eher oft";"Selten";"Oft";"Selten";"Nie";"Eher oft";"männlich";"65+";"Eigentumswohnung";"Keine Angabe";0;"Nein";5;50;"5";"5";-3;0;0;0
6096;3;"Indifferent";"Indifferent";"Stimme eher zu";"Indifferent";"Indifferent";"Indifferent";"Stimme zu";"Stimme eher nicht zu";"Stimme zu";"Stimme eher zu";"Eher selten";"Eher selten";"Eher oft";"Eher selten";"Selten";"Eher selten";"männlich";"40-49";"Mietwohnung";"6000 - 6999 Fr.";0;"Ja";4;50;"5";"5";-2;-3;3;2
6111;4;"Indifferent";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Indifferent";"Indifferent";"Indifferent";"Stimme eher nicht zu";"Stimme eher zu";"Stimme eher zu";"Eher selten";"Eher selten";"Eher oft";"Eher oft";"Eher selten";"Eher selten";"männlich";"30-39";"Mietwohnung";"12000 - 14999 Fr.";0;"Ja";4;25;"4";"4";-2;1;-1;1
6117;5;"Stimme eher zu";"Indifferent";"Indifferent";"Stimme eher nicht zu";"Indifferent";"Stimme eher zu";"Stimme eher nicht zu";"Stimme eher nicht zu";"Stimme nicht zu";"Stimme nicht zu";"Eher selten";"Selten";"Oft";"Eher oft";"Eher selten";"Eher oft";"männlich";"30-39";"Mietwohnung";"7000 - 7999 Fr.";0;"Ja";5;70;"5";"2";-2;-2;3;3
6122;4;"Indifferent";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme nicht zu";"Stimme eher zu";"Stimme eher zu";"Eher selten";"Selten";"Eher oft";"Eher oft";"Eher oft";"Eher oft";"männlich";"30-39";"Mietwohnung";"9000 - 9999 Fr.";0;"Ja";4;50;"5";"3";-3;-3;3;2
6130;6;"Stimme eher nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Indifferent";"Stimme eher zu";"Stimme eher zu";"Stimme nicht zu";"Stimme zu";"Stimme eher zu";"Eher oft";"Selten";"Oft";"Eher oft";"Selten";"Eher oft";"weiblich";"20-29";"Mietwohnung";"3000 - 3999 Fr.";0;"Nein";5;60;"5";"2";-3;-2;2;2
6132;5;"Stimme nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme nicht zu";"Stimme zu";"Stimme zu";"Oft";"Eher selten";"Eher oft";"Eher selten";"Eher oft";"Oft";"männlich";"30-39";"Mietwohnung";"4000 - 4999 Fr.";0;"Ja";4;50;"5";"5";0;-1;2;1
6136;2;"Stimme nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme zu";"Stimme nicht zu";"Stimme eher zu";"Stimme eher zu";"Selten";"Selten";"Eher oft";"Eher selten";"Selten";"Selten";"weiblich";"65+";"Mietwohnung";"10000 - 11999 Fr.";0;NA;5;50;NA;NA;-3;-1;3;2
6170;2;"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Indifferent";"Indifferent";"Indifferent";"Indifferent";"Stimme zu";"Indifferent";"Oft";"Eher selten";"Eher selten";"Eher selten";"Eher selten";"Oft";"männlich";"65+";"Eigentumswohnung";"8000 - 8999 Fr.";0;NA;5;50;NA;NA;-3;3;-3;0
6191;4;"Indifferent";"Stimme zu";"Stimme eher zu";"Stimme nicht zu";"Stimme zu";"Indifferent";"Stimme eher nicht zu";"Stimme eher nicht zu";"Stimme zu";"Stimme eher zu";"Eher selten";"Selten";"Eher oft";"Selten";"Selten";"Eher oft";"weiblich";"40-49";"Mietwohnung";"Keine Angabe";1;"Nein";5;30;"5";"5";-3;3;-2;0
6194;3;"Stimme nicht zu";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Indifferent";"Indifferent";"Stimme eher zu";"Stimme eher nicht zu";"Stimme zu";"Stimme eher zu";"Eher selten";"Selten";"Eher oft";"Eher selten";"Selten";"Eher oft";"weiblich";"40-49";"Mietwohnung";"5000 - 5999 Fr.";1;"Nein";5;50;"5";"2";2;2;0;-1
6205;3;"Stimme eher nicht zu";"Stimme eher zu";"Stimme eher nicht zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme zu";"Stimme nicht zu";"Stimme zu";"Indifferent";"Selten";"Eher oft";"Oft";"Eher selten";"Eher selten";"Oft";"weiblich";"40-49";"Mietwohnung";"4000 - 4999 Fr.";1;"Nein";5;60;"4";"4";1;-1;1;2
6214;6;"Indifferent";"Stimme eher zu";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Stimme eher zu";"Stimme eher zu";"Stimme nicht zu";"Indifferent";"Stimme eher nicht zu";"Eher oft";"Selten";"Eher selten";"Eher oft";"Selten";"Eher oft";"weiblich";"50-64";"Mietwohnung";"12000 - 14999 Fr.";1;"Nein";5;50;"4";"2";-2;-2;2;1
6217;6;"Stimme eher nicht zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme eher zu";"Stimme zu";"Stimme zu";"Stimme eher nicht zu";"Stimme eher zu";"Indifferent";"Eher selten";NA;"Oft";"Selten";"Selten";"Eher oft";"männlich";"40-49";"Mietwohnung";"12000 - 14999 Fr.";0;"Ja";5;40;"5";"4";-2;-2;2;2
6223;1;"Stimme zu";"Indifferent";"Indifferent";"Indifferent";"Stimme eher nicht zu";"Stimme eher zu";"Stimme eher nicht zu";"Stimme eher nicht zu";"Stimme eher zu";"Stimme eher nicht zu";"Eher oft";"Eher selten";"Eher oft";"Eher oft";"Selten";"Oft";"männlich";"40-49";"Mietwohnung";"Mehr als 15000 Fr.";0;NA;5;10;NA;NA;-3;-3;3;1
6226;2;"Stimme nicht zu";"Stimme zu";"Stimme zu";"Stimme zu";"Indifferent";"Stimme eher zu";"Stimme zu";"Stimme nicht zu";"Stimme eher zu";"Indifferent";"Eher selten";"Selten";"Selten";"Selten";"Eher selten";"Oft";"weiblich";"50-64";"Mietwohnung";"6000 - 6999 Fr.";1;NA;5;25;NA;NA;-3;0;0;3
